transacao_id,idade_usuario,categoria_produto,meio_pagamento,tipo_dispositivo,valor_transacao,tempo_sessao_segundos,tentativas_senha_bloqueadas,distancia_km_cadastro,compras_ultimos_30d,ruido_latencia_ms,pin_autenticacao_app,dispositivo_fingerprint_hash,transacao_fraudulenta
TRX-56389,19.6,Games,Cartao_Credito,Mobile,1067.08,1641.2,1,422.4,7,-108.63,588,DEV-556FF,0
TRX-56390,34.7,Vestuario,Boleto,Mobile,692.73,534.0,1,299.7,5,29.13,881,DEV-D74BC,1
TRX-56391,24.4, ELETRONICOS ,Boleto,Mobile,297.99,353.3,0,30.4,3,15.18,196,DEV-1E931,0
TRX-56392,41.0,Eletronicos,Cartao_Credito,Mobile,178.51,660.9,0,297.1,3,39.14,620,DEV-B51AD,0
TRX-56393,,Eletronicos,Boleto,Mobile,378.02,1300.2,0,185.5,7,-72.6,503,DEV-AC2BE,0
TRX-56394,33.6,Eletronicos,Pix,Mobile,1241.22,1093.1,0,173.6,2,-100.56,325,DEV-76268,0
TRX-56395,39.3,Eletronicos,Cartao_Credito,Mobile,2419.41,1682.0,2,28.7,2,124.37,709,DEV-56929,1
TRX-56396,26.5,Vestuario,Cartao_Credito,Mobile,1750.14,160.4,2,154.4,3,6.28,630,DEV-8F5BC,1
TRX-56397,37.0, ELETRONICOS ,Boleto,Desktop,390.73,1415.3,0,106.3,4,50.44,189,DEV-18E16,0
TRX-56398,38.4,Beleza,Boleto,Desktop,156.18,170.8,1,180.3,1,109.86,965,DEV-293CF,0
TRX-56399,, ELETRONICOS ,Cartao_Credito,Desktop,338.83,1599.6,0,71.9,3,-4.86,848,DEV-2BFD7,0
TRX-56400,35.3, ELETRONICOS ,Pix,SmartTV,2131.5,937.9,0,113.4,6,-70.02,629,DEV-266E1,0
TRX-56401,35.2,Beleza,Pix,Mobile,1670.42,157.2,2,8.6,1,-62.55,635,DEV-86A57,1
TRX-56402,43.4,Vestuario,Voucher,Mobile,393.4,1469.6,0,166.2,0,74.35,394,DEV-7CBC7,0
TRX-56403,34.7,Games,Cartao_Credito,Mobile,145.11,928.3,1,62.0,3,-100.65,148,DEV-DC2D9,0
TRX-56404,39.8, ELETRONICOS ,Cartao_Credito,Mobile,1217.42,1280.0,0,39.4,3,-85.15,480,DEV-7461D,0
TRX-56405,39.3,Vestuario,Cartao_Credito,Desktop,705.45,1083.7,0,83.2,4,-108.29,495,DEV-E1855,0
TRX-56406,,Beleza,Cartao_Credito,Desktop,220.27,169.4,0,61.7,7,-95.46,582,DEV-DC119,0
TRX-56407,37.0,Vestuario,Cartao_Credito,Desktop,965.19,869.2,1,127.3,1,102.23,820,DEV-959EA,0
TRX-56408,28.0,Eletronicos,Pix,Mobile,1973.84,1215.3,1,8.4,1,83.22,191,DEV-78BC4,1
TRX-56409,37.4, ELETRONICOS ,Cartao_Credito,Desktop,153.86,266.6,0,178.0,3,227.82,357,DEV-1B6FE,0
TRX-56410,36.7,Vestuario,Cartao_Credito,SmartTV,163.71,43.7,0,155.6,3,158.94,504,DEV-CA774,0
TRX-56411,24.2,Eletronicos,Pix,Desktop,858.01,790.7,0,118.3,2,9.67,274,DEV-9A577,0
TRX-56412,37.5,eletronicos,Cartao_Credito,SmartTV,70.66,200.8,1,221.0,1,81.39,746,DEV-3A73D,1
TRX-56413,18.8,Vestuario,Cartao_Credito,Mobile,520.88,1384.2,0,113.8,4,-62.92,657,DEV-96F5A,0
TRX-56414,37.4, ELETRONICOS ,Cartao_Credito,Desktop,296.33,1185.0,0,222.6,4,-196.77,725,DEV-6BC1C,1
TRX-56415,,eletronicos,Voucher,Mobile,176.15,506.2,1,53.1,4,-92.2,551,DEV-92D35,0
TRX-56416,29.1,eletronicos,Pix,Mobile,266.88,1236.4,2,205.9,4,-152.32,568,DEV-3DF6D,0
TRX-56417,31.4,Games,Pix,Desktop,805.37,1769.2,2,21.9,3,-67.79,869,DEV-E08BC,0
TRX-56418,26.1,Vestuario,Boleto,Mobile,346.76,551.8,0,101.8,0,-155.17,642,DEV-A7A9E,1
TRX-56419,35.9,Vestuario,Pix,Mobile,1238.17,230.7,1,33.4,3,182.45,410,DEV-86A10,1
TRX-56420,30.7, ELETRONICOS ,Boleto,Desktop,,1143.7,1,468.9,7,104.46,775,DEV-32333,1
TRX-56421,44.7,Eletronicos,Pix,Tablet,695.12,1387.1,0,88.4,2,-11.47,176,DEV-39251,0
TRX-56422,41.0,eletronicos,Voucher,Tablet,645.55,569.0,0,40.2,4,-23.15,431,DEV-5729E,0
TRX-56423,36.8,eletronicos,Cartao_Credito,Mobile,70.97,364.7,0,139.1,1,144.7,528,DEV-90F87,0
TRX-56424,37.9,Eletronicos,Cartao_Credito,Mobile,1055.58,1190.9,1,249.9,3,-57.68,759,DEV-BCD91,1
TRX-56425,24.4, ELETRONICOS ,Boleto,Desktop,1625.57,1619.2,0,107.8,3,-90.52,386,DEV-6E392,0
TRX-56426,34.3, ELETRONICOS ,Voucher,Desktop,1214.42,1628.9,2,100.4,3,-76.69,946,DEV-A9EA8,0
TRX-56427,25.4,Beleza,Cartao_Credito,Mobile,184.98,976.1,0,151.9,2,172.44,251,DEV-3E2D6,0
TRX-56428,25.4,Beleza,Cartao_Credito,Mobile,140.52,488.1,0,112.9,1,120.07,945,DEV-C7994,0
TRX-56429,53.6,Eletronicos,Boleto,Mobile,359.91,979.6,0,1.2,3,22.53,142,DEV-4FB64,0
TRX-56430,55.6,Vestuario,Cartao_Credito,Desktop,1669.5,259.6,1,82.2,7,-22.37,261,DEV-253B4,1
TRX-56431,22.4,Vestuario,Cartao_Credito,Mobile,697.1,372.7,1,250.5,3,-5.86,240,DEV-639A0,1
TRX-56432,31.5,Vestuario,Pix,Tablet,387.17,604.6,0,149.4,6,167.88,772,DEV-83F4E,0
TRX-56433,41.1,Eletronicos,Boleto,Mobile,167.7,1405.7,1,67.3,2,-196.86,313,DEV-24678,0
TRX-56434,41.5, ELETRONICOS ,Pix,Mobile,1009.31,1675.8,1,69.1,4,-15.81,210,DEV-76D65,0
TRX-56435,40.1,Eletronicos,Boleto,Desktop,977.3,1074.3,1,164.5,4,-91.19,590,DEV-2346C,0
TRX-56436,45.0,Eletronicos,Boleto,Mobile,221.69,1299.8,0,196.0,7,123.83,952,DEV-DE5B0,0
TRX-56437,45.5,Beleza,Cartao_Credito,Mobile,734.06,550.3,0,228.1,11,239.96,184,DEV-39057,0
TRX-56438,31.4,Beleza,Cartao_Credito,Mobile,211.34,185.7,1,242.0,3,5.79,689,DEV-70FC6,1
TRX-56439,41.8,Vestuario,Cartao_Credito,Desktop,1005.65,771.8,1,23.2,2,79.75,495,DEV-CB6D7,0
TRX-56440,44.0,Games,Cartao_Credito,Mobile,39.29,1140.6,0,137.4,4,17.19,693,DEV-7EC71,0
TRX-56441,36.3,Eletronicos,Cartao_Credito,Desktop,1409.89,915.7,1,19.2,6,-6.32,340,DEV-967A9,0
TRX-56442,54.0,Eletronicos,Boleto,Mobile,,23.3,0,141.7,3,78.82,883,DEV-531CA,0
TRX-56443,21.1,Vestuario,Cartao_Credito,Mobile,162.47,1359.6,0,34.9,2,137.82,728,DEV-78538,0
TRX-56444,23.0,Vestuario,Boleto,Mobile,602.43,217.6,0,10.6,6,165.43,912,DEV-B79F8,1
TRX-56445,31.2,Beleza,Pix,Mobile,862.11,1442.9,1,63.5,4,70.97,945,DEV-301BD,0
TRX-56446,31.1,Beleza,Cartao_Credito,Mobile,893.21,1243.0,0,153.5,2,52.36,709,DEV-1BD38,0
TRX-56447,13.0,Eletronicos,Boleto,Mobile,1972.06,795.2,0,194.5,1,-44.4,809,DEV-C238E,0
TRX-56448,27.1,eletronicos,Pix,Mobile,338.38,65.5,0,67.1,7,155.27,510,DEV-B5631,0
TRX-56449,38.4,Beleza,Cartao_Credito,Desktop,1311.68,998.7,0,48.8,3,-87.41,309,DEV-4D3E0,0
TRX-56450,43.0,Vestuario,Cartao_Credito,Desktop,49.82,1288.5,2,198.9,1,-176.63,665,DEV-E9873,0
TRX-56451,36.6,Vestuario,Voucher,Mobile,258.08,1685.2,0,117.6,6,201.55,106,DEV-F0375,0
TRX-56452,33.2,Eletronicos,Cartao_Credito,Mobile,497.67,1071.7,0,47.2,3,106.23,597,DEV-48227,0
TRX-56453,35.4,Vestuario,Cartao_Credito,Tablet,,1390.4,0,10.3,2,-67.5,573,DEV-CC1E0,1
TRX-56454,,Games,Cartao_Credito,Mobile,453.45,1122.2,0,1.3,2,17.33,372,DEV-D8E17,0
TRX-56455,49.7,Eletronicos,Cartao_Credito,Mobile,611.01,488.8,0,249.5,6,-34.91,256,DEV-2034D,0
TRX-56456,39.9,Eletronicos,Pix,Mobile,192.93,367.7,0,58.4,5,-222.67,380,DEV-C6337,1
TRX-56457,34.0,Games,Cartao_Credito,Mobile,238.4,905.4,1,215.6,5,-27.16,293,DEV-A706D,0
TRX-56458,39.4,Vestuario,Cartao_Credito,Desktop,792.62,1222.7,0,616.4,1,146.53,295,DEV-8B523,1
TRX-56459,38.0,eletronicos,Boleto,Tablet,5407.89,586.9,0,217.6,4,-100.19,827,DEV-2A851,1
TRX-56460,61.7,Eletronicos,Cartao_Credito,Mobile,1499.03,54.9,0,291.4,2,-127.86,826,DEV-369EE,1
TRX-56461,43.0,Eletronicos,Cartao_Credito,Mobile,983.05,1078.7,0,241.3,3,21.03,369,DEV-879CC,0
TRX-56462,58.1,Eletronicos,Cartao_Credito,Mobile,131.81,306.5,0,253.6,6,-79.24,384,DEV-8114F,0
TRX-56463,33.1,Games,Boleto,Mobile,1086.17,119.1,2,253.6,1,201.1,124,DEV-9157B,1
TRX-56464,33.8,Eletronicos,Cartao_Credito,Mobile,955.33,1456.9,0,43.2,3,54.81,534,DEV-77327,0
TRX-56465,37.4, ELETRONICOS ,Cartao_Credito,Mobile,82.71,487.6,0,44.0,5,137.83,629,DEV-20B6B,0
TRX-56466,33.6,Beleza,Pix,Mobile,,567.3,2,3.5,2,-188.19,550,DEV-BEFF3,0
TRX-56467,24.2,Vestuario,Voucher,Desktop,295.74,1192.0,0,5.6,5,1.37,299,DEV-A7AB1,0
TRX-56468,48.6,Eletronicos,Boleto,Desktop,,393.3,0,82.5,2,-85.54,303,DEV-3911B,0
TRX-56469,35.4,Beleza,Cartao_Credito,Mobile,259.01,291.7,0,81.7,3,-181.82,803,DEV-BB4CE,0
TRX-56470,35.6,Vestuario,Cartao_Credito,Desktop,101.06,21.7,0,32.9,3,109.46,982,DEV-5865C,0
TRX-56471,45.2,Games,Cartao_Credito,Mobile,49.64,1376.4,1,174.5,6,162.93,744,DEV-BAF1A,0
TRX-56472,43.8,eletronicos,Cartao_Credito,Mobile,744.16,1448.2,0,338.1,5,36.18,863,DEV-39283,0
TRX-56473,22.5,Games,Cartao_Credito,Mobile,156.46,1318.1,0,277.5,2,-12.87,381,DEV-3448B,0
TRX-56474,25.4, ELETRONICOS ,Cartao_Credito,Mobile,1283.64,909.0,1,105.4,7,-75.94,513,DEV-54613,0
TRX-56475,41.8, ELETRONICOS ,Cartao_Credito,Mobile,2650.45,1144.3,0,67.7,3,-14.4,909,DEV-8EC79,1
TRX-56476,49.9,Games,Cartao_Credito,Mobile,292.3,121.3,0,237.5,3,111.17,879,DEV-2CCAD,1
TRX-56477,25.9,Vestuario,Cartao_Credito,Mobile,1630.89,510.1,1,308.2,3,1.91,819,DEV-BDC16,1
TRX-56478,35.2,Eletronicos,Cartao_Credito,Mobile,662.26,725.2,1,8.5,6,133.16,866,DEV-80C98,0
TRX-56479,45.4,Eletronicos,Cartao_Credito,Desktop,394.54,122.9,2,388.8,0,15.01,452,DEV-647CC,1
TRX-56480,34.2,Eletronicos,Cartao_Credito,Tablet,,751.5,1,291.9,3,90.19,796,DEV-C18E5,0
TRX-56481,30.7,Vestuario,Boleto,Mobile,345.27,532.6,0,291.2,3,69.86,396,DEV-68D73,1
TRX-56482,25.5,Eletronicos,Cartao_Credito,Mobile,1218.83,35.4,0,278.1,4,163.13,301,DEV-93F19,1
TRX-56483,32.4,Vestuario,Boleto,Mobile,1079.72,1081.7,1,305.1,2,-212.42,742,DEV-AC618,0
TRX-56484,23.0,Games,Boleto,Mobile,2285.05,1753.7,0,46.2,6,24.73,141,DEV-C86EF,0
TRX-56485,47.8,Eletronicos,Cartao_Credito,Mobile,857.15,1663.0,0,23.6,5,-50.71,473,DEV-E03EB,0
TRX-56486,46.8, ELETRONICOS ,Pix,Mobile,692.8,905.2,1,47.3,5,-91.35,916,DEV-7B699,0
TRX-56487,22.4,eletronicos,Cartao_Credito,Desktop,618.39,1115.1,1,2.5,2,-122.04,811,DEV-1CC42,0
TRX-56488,30.1,Beleza,Boleto,Mobile,118.27,1767.3,0,115.7,3,157.71,931,DEV-D5FAF,0
TRX-56489,52.1,Vestuario,Cartao_Credito,Mobile,53.99,884.0,0,237.3,4,-124.93,571,DEV-A510A,0
TRX-56490,46.6,Beleza,Cartao_Credito,Mobile,412.91,1340.3,0,119.7,4,-92.2,223,DEV-1CC72,0
TRX-56491,,Eletronicos,Boleto,SmartTV,1438.29,859.5,1,24.7,3,184.18,711,DEV-392FB,0
TRX-56492,21.6,Beleza,Voucher,Mobile,2018.41,951.4,0,159.2,4,170.21,773,DEV-731CC,0
TRX-56493,26.1,Eletronicos,Cartao_Credito,Mobile,1657.17,738.4,0,99.1,4,15.98,187,DEV-4E417,0
TRX-56494,42.1, ELETRONICOS ,Cartao_Credito,Mobile,172.49,821.1,0,190.9,4,124.66,916,DEV-2D46E,0
TRX-56495,53.5,Eletronicos,Boleto,Desktop,690.1,640.4,2,65.3,4,101.75,648,DEV-66455,0
TRX-56496,40.9,Vestuario,Cartao_Credito,Mobile,1331.76,1497.1,0,38.8,7,153.36,870,DEV-A424A,0
TRX-56497,38.6,Eletronicos,Cartao_Credito,Mobile,25.08,1049.0,1,12.7,7,-104.31,441,DEV-49889,0
TRX-56498,43.9, ELETRONICOS ,Boleto,Mobile,93.96,1001.0,1,265.5,1,15.49,825,DEV-955B0,0
TRX-56499,19.9,Vestuario,Pix,Desktop,1661.06,155.2,0,75.8,5,-238.5,865,DEV-5EC76,1
TRX-56500,39.0,Eletronicos,Pix,Mobile,2280.09,806.9,0,23.4,1,171.4,916,DEV-2546F,1
TRX-56501,20.0,Beleza,Cartao_Credito,Desktop,22.52,949.6,0,222.6,5,-265.44,310,DEV-71334,0
TRX-56502,16.5,Games,Pix,Mobile,271.7,1456.6,1,26.6,4,-154.84,137,DEV-AA4D6,0
TRX-56503,38.2,Vestuario,Pix,Mobile,1110.47,831.9,0,12.4,3,-41.13,127,DEV-795B2,0
TRX-56504,42.9,Eletronicos,Boleto,Mobile,72.56,1350.9,1,12.1,1,-85.55,659,DEV-8A255,0
TRX-56505,22.4, ELETRONICOS ,Cartao_Credito,Desktop,444.04,127.7,2,141.4,6,-126.37,554,DEV-6B4AA,0
TRX-56506,31.0,Games,Cartao_Credito,SmartTV,1921.09,1629.4,2,66.7,3,193.39,299,DEV-192B5,0
TRX-56507,30.6,Eletronicos,Boleto,Desktop,703.34,227.0,0,296.9,1,61.17,101,DEV-E0FEB,1
TRX-56508,39.7,Beleza,Pix,Mobile,1585.32,1620.2,0,2.3,7,16.41,144,DEV-55243,0
TRX-56509,39.1, ELETRONICOS ,Cartao_Credito,Mobile,768.46,629.0,2,84.6,2,-144.75,259,DEV-4373B,0
TRX-56510,31.4,Beleza,Cartao_Credito,Desktop,3466.22,821.3,2,38.8,3,270.22,146,DEV-F3884,1
TRX-56511,26.2,Eletronicos,Boleto,Tablet,148.8,454.9,1,72.6,4,-73.58,414,DEV-6725C,0
TRX-56512,33.7,Games,Cartao_Credito,Mobile,27.28,715.0,0,165.8,5,85.72,952,DEV-75A08,0
TRX-56513,32.2,Eletronicos,Boleto,Mobile,122.02,134.1,0,158.4,3,70.47,445,DEV-EB938,0
TRX-56514,42.0,Eletronicos,Pix,Mobile,,1162.7,0,250.4,4,-42.81,590,DEV-38ADB,0
TRX-56515,36.2,Eletronicos,Cartao_Credito,Mobile,265.43,1158.3,1,142.5,3,19.31,348,DEV-869DD,0
TRX-56516,46.0, ELETRONICOS ,Boleto,Mobile,90.08,778.0,0,81.3,5,-156.45,407,DEV-91F3C,0
TRX-56517,36.0,Eletronicos,Cartao_Credito,Desktop,60.0,891.7,1,54.7,3,26.85,776,DEV-73272,0
TRX-56518,35.5,Eletronicos,Cartao_Credito,SmartTV,35.73,63.2,2,110.8,3,-293.46,455,DEV-96F25,1
TRX-56519,29.3,Eletronicos,Boleto,Desktop,88.9,696.6,2,110.5,3,-44.01,561,DEV-48D56,1
TRX-56520,34.2, ELETRONICOS ,Cartao_Credito,Mobile,834.58,864.4,1,12.2,4,-7.31,625,DEV-327E0,0
TRX-56521,32.2, ELETRONICOS ,Cartao_Credito,Tablet,1044.81,63.1,0,218.8,0,80.74,593,DEV-93DFA,1
TRX-56522,34.6,Vestuario,Cartao_Credito,Mobile,949.45,1593.9,1,177.3,8,-79.59,110,DEV-A1B26,0
TRX-56523,31.3, ELETRONICOS ,Pix,Desktop,581.17,1692.1,1,74.5,9,-262.18,223,DEV-DF17C,0
TRX-56524,17.3, ELETRONICOS ,Cartao_Credito,Desktop,497.02,914.4,0,102.3,0,-118.9,907,DEV-9C8C1,0
TRX-56525,27.4,Beleza,Pix,Mobile,5637.27,1779.9,2,512.1,5,88.2,525,DEV-71188,1
TRX-56526,42.0,Beleza,Boleto,Mobile,1515.11,1128.0,0,62.6,6,-114.89,137,DEV-40B3C,0
TRX-56527,59.1,Games,Pix,Mobile,264.54,633.1,0,242.0,3,-91.59,378,DEV-D0CA9,0
TRX-56528,29.1, ELETRONICOS ,Cartao_Credito,Desktop,,1671.5,0,35.3,2,-45.64,119,DEV-4855F,0
TRX-56529,29.3,eletronicos,Cartao_Credito,Mobile,317.94,452.4,0,425.8,6,135.26,159,DEV-B7482,0
TRX-56530,19.8, ELETRONICOS ,Pix,Desktop,477.15,817.8,1,66.2,3,-102.86,667,DEV-3348E,0
TRX-56531,33.9,eletronicos,Cartao_Credito,Mobile,233.7,776.6,1,114.3,3,-8.13,278,DEV-5B137,0
TRX-56532,38.6,Vestuario,Cartao_Credito,Mobile,518.86,503.5,1,291.5,4,158.31,682,DEV-1E327,0
TRX-56533,36.4,Games,Pix,Mobile,514.04,1081.6,0,66.7,6,78.86,152,DEV-91793,0
TRX-56534,35.7,Eletronicos,Boleto,Mobile,215.07,1536.6,0,65.7,5,119.3,395,DEV-EB703,0
TRX-56535,34.9,eletronicos,Cartao_Credito,Tablet,71.55,145.9,0,824.4,2,101.41,998,DEV-516A9,1
TRX-56536,28.1,Eletronicos,Boleto,Mobile,419.75,981.4,1,141.0,0,-189.28,167,DEV-19CE8,0
TRX-56537,,Vestuario,Pix,Mobile,421.91,700.7,0,145.2,3,198.75,881,DEV-694D4,0
TRX-56538,20.2,Vestuario,Cartao_Credito,Mobile,31.28,1734.8,1,24.9,5,-148.25,562,DEV-667F1,0
TRX-56539,35.2,Beleza,Boleto,Mobile,873.89,1337.2,2,133.5,3,26.89,830,DEV-73F05,1
TRX-56540,28.8, ELETRONICOS ,Cartao_Credito,Mobile,314.03,1003.7,0,274.1,5,107.9,866,DEV-24C1D,0
TRX-56541,39.7,Vestuario,Cartao_Credito,Mobile,565.83,752.8,1,4.7,1,-50.76,170,DEV-74196,0
TRX-56542,35.4,Eletronicos,Pix,Mobile,28.96,1185.6,0,43.8,1,26.41,863,DEV-39492,0
TRX-56543,51.3,Games,Cartao_Credito,Desktop,86.69,1398.3,0,738.8,6,-37.02,907,DEV-7A5D8,0
TRX-56544,36.7,Eletronicos,Cartao_Credito,Tablet,272.25,1793.5,1,53.2,5,77.36,310,DEV-96BFA,0
TRX-56545,22.2,Games,Cartao_Credito,Desktop,,534.4,0,113.5,3,219.56,184,DEV-EB039,1
TRX-56546,35.6,Eletronicos,Pix,Mobile,1472.04,333.5,0,13.5,4,20.65,307,DEV-94532,0
TRX-56547,38.0,Vestuario,Cartao_Credito,Desktop,9999999.0,1636.8,3,5.6,1,-98.99,313,DEV-7D723,1
TRX-56548,57.9, ELETRONICOS ,Cartao_Credito,Mobile,395.24,1749.7,1,96.3,4,-186.66,707,DEV-83B0B,0
TRX-56549,39.8,Eletronicos,Cartao_Credito,Desktop,35.35,1267.7,0,32.5,2,-16.5,542,DEV-20E68,0
TRX-56550,,Eletronicos,Boleto,Mobile,385.74,673.1,1,75.6,5,88.6,105,DEV-60829,0
TRX-56551,46.4,Beleza,Pix,Mobile,388.14,1342.1,1,133.5,10,-148.39,168,DEV-DFD46,0
TRX-56552,51.8,Eletronicos,Cartao_Credito,Mobile,2493.71,1706.2,0,76.6,3,-231.05,465,DEV-9904D,0
TRX-56553,38.4, ELETRONICOS ,Cartao_Credito,Mobile,100.57,597.3,2,107.8,1,-310.36,441,DEV-4D9C0,1
TRX-56554,,Beleza,Cartao_Credito,Desktop,97.34,53.0,2,32.1,4,-78.2,425,DEV-1A2EC,0
TRX-56555,39.4,Games,Boleto,Desktop,365.63,638.6,1,7.7,1,-35.67,562,DEV-620EC,1
TRX-56556,54.1,Eletronicos,Cartao_Credito,Mobile,731.52,49.8,2,69.2,4,159.69,185,DEV-B8B9F,1
TRX-56557,47.7, ELETRONICOS ,Cartao_Credito,Desktop,1128.89,1171.6,0,42.3,7,-247.01,395,DEV-DB64B,0
TRX-56558,55.6,Beleza,Voucher,Desktop,693.95,1685.5,0,85.8,6,211.47,462,DEV-D9AA8,0
TRX-56559,39.8,Vestuario,Cartao_Credito,Mobile,1529.49,413.1,0,269.4,2,-99.4,363,DEV-5187B,1
TRX-56560,55.0, ELETRONICOS ,Cartao_Credito,Desktop,302.89,687.0,0,302.1,3,54.74,210,DEV-3846D,0
TRX-56561,32.9,eletronicos,Cartao_Credito,Desktop,752.35,350.1,0,211.4,6,124.56,215,DEV-C1D94,0
TRX-56562,18.7,Eletronicos,Cartao_Credito,Mobile,499.9,1636.2,1,210.1,4,-151.32,788,DEV-A6E1B,0
TRX-56563,20.3,Eletronicos,Cartao_Credito,Mobile,,333.8,0,77.9,4,-30.61,812,DEV-1E3FF,0
TRX-56564,46.1,Games,Cartao_Credito,Desktop,607.64,1091.9,0,138.1,4,-5.05,956,DEV-C839B,0
TRX-56565,39.5,Eletronicos,Pix,SmartTV,864.0,1124.3,0,32.1,3,19.08,270,DEV-4CE20,0
TRX-56566,42.3,Beleza,Pix,Mobile,1402.95,1185.4,0,1.1,3,158.12,813,DEV-9CB54,0
TRX-56567,46.9,Eletronicos,Pix,Desktop,,1243.2,1,131.8,6,144.61,369,DEV-B6542,0
TRX-56568,28.4,Beleza,Pix,Mobile,778.35,132.2,0,423.3,3,113.27,719,DEV-E5672,1
TRX-56569,47.4,Vestuario,Cartao_Credito,Mobile,74.02,790.8,3,519.7,2,-30.87,998,DEV-78D56,1
TRX-56570,19.1,Eletronicos,Cartao_Credito,Mobile,308.61,339.8,1,185.6,3,48.11,485,DEV-3D62C,1
TRX-56571,44.6,Eletronicos,Cartao_Credito,Mobile,506.93,1019.6,1,31.8,7,-7.78,777,DEV-ECA42,0
TRX-56572,30.0, ELETRONICOS ,Pix,Mobile,647.03,355.6,1,130.2,5,-276.57,765,DEV-43418,0
TRX-56573,41.3,Vestuario,Voucher,Mobile,372.97,1660.1,1,473.7,7,-6.56,214,DEV-BEF5A,0
TRX-56574,34.4,Games,Boleto,Mobile,1586.49,1115.4,0,37.1,4,-133.65,196,DEV-252B2,0
TRX-56575,30.0,Eletronicos,Cartao_Credito,Desktop,115.06,1490.3,1,92.6,4,304.05,560,DEV-27326,0
TRX-56576,53.6,Beleza,Pix,Tablet,965.0,1310.9,0,93.3,0,-23.27,692,DEV-A15D8,1
TRX-56577,33.4,Beleza,Pix,Desktop,457.33,1100.5,0,195.9,5,-246.28,262,DEV-71CDE,0
TRX-56578,39.1,eletronicos,Pix,Desktop,59.42,509.1,1,318.5,1,-15.18,889,DEV-B486B,0
TRX-56579,39.6,Games,Boleto,Mobile,203.8,15.9,0,132.3,8,-69.51,344,DEV-EF673,0
TRX-56580,37.4,Beleza,Cartao_Credito,Desktop,140.0,1026.6,0,65.8,2,113.04,581,DEV-E1BE1,0
TRX-56581,46.2,Beleza,Cartao_Credito,Mobile,46.99,1786.9,1,224.1,0,91.08,327,DEV-3671C,0
TRX-56582,34.2,eletronicos,Pix,Mobile,655.47,1224.2,0,53.7,5,-10.16,903,DEV-37C66,0
TRX-56583,15.2,Vestuario,Pix,Desktop,,1315.0,0,166.5,5,-107.12,500,DEV-4042A,0
TRX-56584,53.3,Beleza,Boleto,Tablet,886.56,142.0,0,215.4,4,55.73,553,DEV-36BBE,0
TRX-56585,25.1,Eletronicos,Boleto,Mobile,139.73,1106.1,1,95.0,3,-104.58,724,DEV-E8C1E,1
TRX-56586,26.9,Vestuario,Pix,Mobile,2090.06,739.2,0,75.0,2,-103.69,924,DEV-7B3F7,1
TRX-56587,39.4,eletronicos,Cartao_Credito,Desktop,206.59,1644.2,1,65.6,3,17.65,523,DEV-BFC2F,0
TRX-56588,27.5,Games,Voucher,Mobile,996.14,1724.0,0,9.8,3,-292.89,968,DEV-5920F,0
TRX-56589,41.3,eletronicos,Cartao_Credito,Mobile,2641.19,1254.7,2,314.7,5,-27.91,506,DEV-40656,1
TRX-56590,21.4,Eletronicos,Boleto,Mobile,120.54,1675.5,1,321.5,0,-176.33,927,DEV-6AA11,0
TRX-56591,31.5,Eletronicos,Pix,SmartTV,111.81,638.8,1,47.1,2,216.8,743,DEV-2B092,0
TRX-56592,41.1,Beleza,Cartao_Credito,Desktop,682.99,1000.1,2,118.0,6,2.03,957,DEV-5F49E,0
TRX-56593,43.0,Eletronicos,Boleto,Mobile,2196.49,1519.2,1,112.7,4,85.5,104,DEV-9BF88,1
TRX-56594,37.1,Eletronicos,Cartao_Credito,Mobile,142.19,170.7,0,108.0,3,-35.27,146,DEV-500F2,0
TRX-56595,48.6,Eletronicos,Cartao_Credito,Desktop,252.83,52.5,1,25.2,1,150.59,980,DEV-B60F2,0
TRX-56596,36.0,Beleza,Pix,Desktop,180.76,542.9,0,113.4,1,-90.67,835,DEV-9E572,0
TRX-56597,22.8,Games,Cartao_Credito,Desktop,648.37,843.0,2,22.1,4,-111.16,369,DEV-BC8CC,0
TRX-56598,39.8,Eletronicos,Pix,Desktop,333.82,1697.3,2,45.0,2,-169.04,744,DEV-DAEEF,0
TRX-56599,24.4,Vestuario,Boleto,Desktop,1002.11,1200.9,1,16.8,0,57.51,220,DEV-47A0C,1
TRX-56600,48.4,Vestuario,Cartao_Credito,Mobile,497.94,1031.9,0,938.1,5,9.27,689,DEV-80EE1,1
TRX-56601,49.7,Eletronicos,Boleto,Mobile,662.07,1694.8,1,32.0,2,42.62,772,DEV-2BEFF,0
TRX-56602,44.1,Eletronicos,Cartao_Credito,Mobile,116.71,152.0,2,60.3,2,170.01,854,DEV-97771,0
TRX-56603,34.2,Vestuario,Boleto,Mobile,168.05,322.6,0,280.5,5,59.48,245,DEV-653AA,0
TRX-56604,27.5,Eletronicos,Cartao_Credito,Tablet,2577.92,1469.8,1,75.6,4,-35.99,405,DEV-7C900,1
TRX-56605,27.8,Games,Pix,Desktop,620.41,1737.9,3,5.2,5,62.89,113,DEV-7EC3E,0
TRX-56606,53.0,Vestuario,Cartao_Credito,Desktop,1423.3,883.7,0,141.0,3,41.19,567,DEV-42B0B,0
TRX-56607,29.1, ELETRONICOS ,Cartao_Credito,Desktop,239.99,1286.1,0,0.3,1,76.05,639,DEV-6A59F,0
TRX-56608,43.6,eletronicos,Boleto,Mobile,286.3,973.5,1,189.1,4,58.78,747,DEV-7994E,1
